generation_biomass,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_poundage,generation_hydro_water reservoir,generation_marine,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,price_actual,total_renewable_energy
389,0,202,844,765,0,87,708,310,0,4857,61.08,8162
389,0,201,845,777,0,90,707,312,0,4492,60.93,7813
390,0,201,839,801,0,90,698,315,0,4101,62.49,7435
389,0,201,874,1786,0,94,545,317,0,3881,67.31,8087
389,0,201,897,1924,0,100,346,320,0,3375,68.19,7552
387,0,77,927,2414,0,100,939,318,0,2575,72.61,7737
385,0,0,989,2417,0,97,2774,313,0,1871,75.6,8846
381,0,0,1049,2749,0,99,4405,311,0,1511,75.61,10505
378,0,0,1032,2700,0,100,5012,310,0,1516,78.11,11048
381,0,0,1056,2896,0,98,5341,307,0,1557,78.03,11636
374,0,0,1064,3063,0,99,5479,309,0,1652,78.34,12040
384,0,0,1037,2591,0,100,5530,314,0,1996,77.93,11952
389,0,0,967,2645,0,101,5448,318,0,2445,74.69,12313
388,0,0,962,3340,0,102,5158,316,0,2689,73.99,12955
386,0,0,945,3642,0,103,4765,317,0,2932,74.05,13090
389,0,0,932,3340,0,103,4199,317,0,3277,74.1,12557
386,0,0,939,2816,0,106,3394,317,0,3590,71.9,11548
394,0,46,959,2341,0,104,2058,318,0,3781,73.02,10001
399,0,0,955,2979,0,100,979,320,0,3781,74.67,9513
398,0,0,959,2854,0,101,735,319,0,3779,74.54,9145
396,0,0,926,2045,0,104,711,321,0,3491,73.74,7994
401,0,0,879,2149,0,102,707,321,0,2969,70.46,7528
400,0,52,859,1677,0,101,703,323,0,2600,69.71,6715
402,0,145,844,1147,0,98,700,321,0,2368,67.57,6025
405,0,156,840,998,0,97,699,323,0,2086,66.3,5604
404,0,156,835,871,0,92,697,322,0,1921,66.15,5298
400,0,156,839,699,0,96,690,324,0,1810,66.7,5014
399,0,156,846,1652,0,92,564,321,0,1831,68.31,5861
394,0,156,867,1822,0,96,355,326,0,1659,68.25,5675
397,0,156,917,2405,0,102,917,326,0,1374,75.67,6594
399,0,7,958,2681,0,106,2674,321,0,1176,73.85,8322
394,0,0,989,2819,0,104,4432,317,0,1011,74.53,10066
388,0,0,1038,3202,0,105,5028,323,0,993,77.05,11077
397,0,0,1049,3382,0,109,5319,320,0,943,77.42,11519
394,0,0,1045,3331,0,105,5460,313,0,997,77.85,11645
392,0,0,1043,3003,0,103,5486,315,0,1115,77.75,11457
388,0,0,1014,2853,0,97,5406,314,0,1353,76.5,11425
390,0,0,1007,2556,0,96,5189,311,0,1879,75.43,11428
387,0,0,1015,2404,0,99,4801,312,0,2521,74.87,11539
394,0,94,991,2555,0,100,4227,318,0,3104,74.27,11783
391,0,108,967,1846,0,99,3410,325,0,4010,73.68,11156
391,0,105,993,2274,0,100,2044,324,0,4893,72.95,11124
396,0,7,964,2771,0,100,1003,317,0,5251,73.17,10809
395,0,0,925,2698,0,99,728,324,0,5587,72.18,10756
396,0,0,862,1649,0,101,704,328,0,5550,69.09,9590
276,0,45,1242,1639,0,88,19,331,0,2427,66.64,6067
273,0,211,1243,1301,0,87,17,330,0,2099,63.19,5561
272,0,419,1248,1231,0,86,17,335,0,1783,58.53,5391
274,0,547,1238,1160,0,87,17,348,0,1723,56.94,5394
270,0,646,1205,1158,0,83,17,345,0,1709,56.64,5433
273,0,646,1215,1248,0,85,19,347,0,1750,56.43,5583
272,0,127,1113,1695,0,83,20,346,0,1666,59.41,5322
276,0,1,1149,2565,0,86,18,346,0,1603,63.36,6044
276,0,0,1216,4396,0,83,26,344,0,1321,70.02,7662
274,0,0,1249,4834,0,80,394,345,0,955,71.66,8131
280,0,0,1277,5194,0,80,1242,344,0,978,72.07,9395
291,0,0,1258,4922,0,76,1914,340,0,1068,74.24,9869
292,0,0,1282,4311,0,73,2381,342,0,947,75.05,9628
300,0,0,1280,3893,0,76,2655,339,0,954,75.84,9497
300,0,0,1252,2721,0,78,2638,341,0,991,75.63,8321
304,0,0,1214,2260,0,79,2407,342,0,1020,74.47,7626
304,0,0,1274,2514,0,77,1843,340,0,992,74.05,7344
302,0,0,1313,3379,0,78,801,339,0,1102,73.5,7314
289,0,0,1332,4992,0,80,146,341,0,1536,72.66,8716
286,0,0,1349,5998,0,85,75,345,0,1825,72.26,9963
288,0,0,1355,5820,0,86,65,345,0,2000,71.71,9959
292,0,0,1332,5543,0,84,65,344,0,2389,73.19,10049
282,0,0,1286,3445,0,82,64,344,0,2870,72.63,8373
281,0,0,1215,2345,0,84,38,351,0,3486,68.94,7800
395,0,118,952,1750,0,96,15,312,0,5489,65.68,9127
393,0,193,924,984,0,95,16,311,0,5096,62.51,8012
393,0,465,909,932,0,96,15,313,0,4771,58.79,7894
395,0,616,913,901,0,93,15,312,0,4610,57.16,7855
396,0,828,910,921,0,94,15,303,0,4571,57.1,8038
395,0,826,909,994,0,94,15,308,0,4704,56.84,8245
392,0,347,918,1477,0,92,14,308,0,4813,62.18,8361
380,0,1,991,3516,0,96,13,299,0,4661,68.07,9957
384,0,0,1105,6138,0,94,161,298,0,4641,72.03,12821
387,0,0,1122,5796,0,93,1288,304,0,4490,72.9,13480
386,0,0,1101,5912,0,97,2473,308,0,4403,73.05,14680
381,0,0,1082,4253,0,98,3711,300,0,4433,74.71,14258
389,0,0,1004,3663,0,98,4432,293,0,4429,76.01,14308
397,0,0,961,3669,0,97,4507,298,0,4498,76.99,14427
402,0,0,942,2734,0,98,4362,299,0,4722,76.92,13559
400,0,0,948,2282,0,100,3942,304,0,5155,75.79,13131
395,0,0,942,2404,0,102,3436,319,0,5292,75.41,12890
394,0,0,981,3499,0,101,2470,315,0,5185,75.46,12945
396,0,0,1081,5380,0,102,879,316,0,4878,75.11,13032
396,0,0,1233,6315,0,98,308,319,0,4919,76.64,13588
402,0,0,1109,5806,0,97,215,322,0,4749,75.45,12700
402,0,0,1127,5843,0,98,159,323,0,4503,76.84,12455
395,0,0,1048,5128,0,99,68,325,0,4360,76.54,11423
394,0,0,1013,4520,0,96,28,331,0,4070,73.94,10452
359,0,490,1449,3415,0,100,33,284,0,6527,72.19,12657
353,0,967,1378,3465,0,99,33,304,0,6845,69.58,13444
333,0,1464,1391,2377,0,99,33,308,0,7552,67.37,13557
329,0,2127,1370,2201,0,99,32,312,0,7907,65.6,14377
329,0,2311,1419,2537,0,99,33,307,0,7642,65.71,14677
312,0,1655,1424,2718,0,98,34,302,0,7672,66.33,14215
308,0,649,1459,2712,0,101,34,312,0,7489,69.22,13064
302,0,93,1548,3903,0,105,36,312,0,6810,73.07,13109
301,0,23,1605,5299,0,107,109,312,0,6353,76.78,14109
303,0,0,1640,6862,0,106,424,315,0,6116,77.6,15766
310,0,5,1620,7037,0,106,893,316,0,6326,77.26,16613
309,0,4,1601,6346,0,106,1486,309,0,6913,77.38,17074
321,0,2,1611,5110,0,102,1813,303,0,7794,77.48,17056
335,0,0,1608,4649,0,104,1805,297,0,8166,78.48,16964
330,0,1,1569,3403,0,106,1784,296,0,8434,77.62,15923
318,0,0,1524,3230,0,106,1588,284,0,8705,75.88,15755
333,0,0,1471,3146,0,109,1294,288,0,8777,74.85,15418
347,0,0,1473,3908,0,109,877,297,0,8632,76.45,15643
352,0,0,1539,4755,0,112,266,301,0,7933,76.69,15258
348,0,0,1561,5203,0,107,38,303,0,7983,76.41,15543
349,0,0,1540,6048,0,110,17,308,0,8126,76.71,16498
350,0,0,1513,4987,0,111,16,301,0,8629,77.5,15907
343,0,0,1502,3617,0,110,15,285,0,8831,74.41,14703
344,0,67,1488,2901,0,109,12,294,0,8540,71.81,13755
251,0,533,1921,4716,0,93,26,341,0,5042,74,12923
256,0,1228,1928,4301,0,93,27,337,0,5594,71.2,13764
257,0,2808,1908,3845,0,92,19,332,0,5651,69.35,14912
252,0,3170,1896,3545,0,92,18,323,0,5697,68.48,14993
249,0,3303,1901,3714,0,92,18,327,0,5391,67.84,14995
243,0,3497,1901,3544,0,89,18,326,0,5454,67.71,15072
247,0,3517,1897,3518,0,89,18,322,0,5683,66.22,15291
246,0,3410,1889,3612,0,89,23,316,0,6154,66.1,15739
243,0,3220,1897,3669,0,91,175,305,0,6095,68.33,15695
244,0,2567,1901,3781,0,92,851,310,0,6478,70.87,16224
243,0,2267,1890,4136,0,88,1706,312,0,7151,71.78,17793
250,0,2413,1887,4381,0,88,2305,313,0,7731,73.94,19368
244,0,2500,1900,4120,0,88,2687,318,0,8285,73.86,20142
235,0,2736,1902,4278,0,91,2562,321,0,8752,75.64,20877
234,0,3001,1873,3768,0,92,2604,317,0,9169,75.58,21058
231,0,3440,1856,3465,0,93,2772,310,0,9316,72.27,21483
229,0,3523,1858,3424,0,92,2841,302,0,9346,70.64,21615
228,0,3426,1858,3565,0,91,2438,304,0,8377,69.84,20287
227,0,3071,1866,3630,0,92,1783,308,0,7813,69.79,18790
228,0,662,1878,4487,0,94,958,309,0,6568,69.19,15184
225,0,154,1897,5757,0,92,285,318,0,5356,70.4,14084
229,0,34,1927,7587,0,95,149,326,0,4754,72.12,15101
228,0,0,1921,6803,0,93,146,331,0,4767,72.46,14289
226,0,1,1916,5340,0,92,149,322,0,5183,70.93,13229
369,0,0,1731,5428,0,106,238,312,0,1359,70.37,9543
368,0,124,1722,5203,0,105,184,316,0,1224,68.37,9246
370,0,210,1727,4513,0,106,143,312,0,1029,66.74,8410
372,0,210,1724,4139,0,106,100,312,0,982,63.72,7945
372,0,210,1715,3566,0,103,78,314,0,1083,63.5,7441
369,0,210,1721,3759,0,103,31,313,0,1247,63.24,7753
366,0,11,1719,4406,0,106,31,308,0,1521,63.22,8468
366,0,0,1709,5361,0,104,92,300,0,1925,60.85,9857
377,0,0,1780,5803,0,106,605,290,0,1968,63.37,10929
368,0,0,1788,6056,0,110,1432,281,0,1901,66.51,11936
373,0,0,1778,6029,0,109,2473,288,0,1933,68.21,12983
370,0,0,1764,5814,0,111,3472,286,0,2216,70.6,14033
371,0,0,1767,5556,0,110,4181,289,0,2556,72.11,14830
367,0,0,1663,5449,0,108,4630,288,0,3126,74.06,15631
376,0,0,1638,4776,0,109,4676,283,0,3836,74.39,15694
376,0,0,1626,3662,0,107,4187,278,0,4891,72.45,15127
371,0,0,1620,3123,0,107,3440,279,0,5591,71.46,14531
363,0,0,1588,3092,0,109,2730,280,0,5833,70.89,13995
362,0,93,1599,2741,0,112,2136,266,0,6490,71.19,13799
363,0,154,1611,2501,0,112,1432,268,0,6706,71.86,13147
346,0,96,1624,3300,0,115,713,263,0,6299,73.25,12756
343,0,0,1649,4411,0,113,466,266,0,5911,77.69,13159
327,0,0,1664,3815,0,114,412,263,0,5634,78.36,12229
323,0,103,1608,2868,0,114,352,261,0,5356,76.13,10985
355,0,157,1682,2847,0,103,296,254,0,1208,70.9,6902
356,0,157,1668,2758,0,106,265,254,0,1047,68.38,6611
361,0,157,1659,2290,0,105,208,250,0,1000,66.33,6030
361,0,157,1654,2190,0,102,126,251,0,914,65.31,5755
360,0,327,1659,2179,0,98,89,257,0,964,64.34,5933
358,0,355,1660,2235,0,98,90,256,0,1082,66.23,6134
358,0,194,1684,2580,0,101,94,259,0,1243,68.66,6513
356,0,151,1712,3171,0,102,177,260,0,1276,70.54,7205
358,0,0,1751,4102,0,104,503,257,0,1364,73.76,8439
370,0,0,1778,4293,0,107,1090,255,0,1577,75.64,9470
369,0,0,1767,4427,0,108,1594,255,0,1937,76.21,10457
365,0,17,1772,3825,0,108,2007,254,0,2712,77.23,11060
365,0,53,1760,3222,0,110,2235,253,0,3597,77.42,11595
369,0,53,1778,2785,0,112,2328,252,0,4007,77.5,11684
364,0,63,1756,2537,0,109,2222,253,0,4243,77.3,11547
369,0,415,1752,2510,0,110,2102,254,0,4618,76.26,12130
366,0,669,1755,2636,0,109,1928,240,0,4743,75.87,12446
362,0,534,1760,2545,0,110,1609,243,0,4747,77.24,11910
366,0,353,1769,2302,0,115,1499,253,0,4689,81.19,11346
365,0,409,1782,2493,0,116,1193,255,0,4389,81.03,11002
370,0,122,1791,3006,0,116,546,256,0,3844,81.59,10051
371,0,0,1818,3246,0,118,158,255,0,3432,82.59,9398
365,0,0,1912,3261,0,117,55,256,0,3358,78.88,9324
367,0,133,1846,2790,0,115,22,257,0,3416,73.3,8946
370,0,141,1164,1633,0,97,565,317,0,4998,67.17,9285
370,0,141,1167,1597,0,97,566,320,0,4455,64.44,8713
372,0,318,1161,1174,0,99,566,318,0,3922,60.13,7930
370,0,167,1150,1050,0,98,564,321,0,3753,59.21,7473
369,0,176,1150,940,0,96,560,317,0,3571,58.7,7179
366,0,292,1152,895,0,95,516,314,0,3676,58.79,7306
364,0,767,1142,839,0,95,430,321,0,3872,62.83,7830
358,0,1625,1147,865,0,98,362,321,0,3865,68.97,8641
353,0,1211,1161,1279,0,98,987,312,0,3040,73.25,8441
351,0,585,1176,1280,0,96,2867,319,0,2516,76.36,9190
360,0,389,1189,1238,0,98,4439,318,0,2439,75,10470
366,0,413,1193,1348,0,99,5022,317,0,2511,74.75,11269
371,0,336,1217,1672,0,97,5307,316,0,2267,73.69,11583
367,0,166,1232,2268,0,98,5454,315,0,2091,73.98,11991
366,0,0,1220,2571,0,96,5454,315,0,1971,73.17,11993
366,0,0,1192,2327,0,97,5312,318,0,1894,73.38,11506
369,0,22,1180,1752,0,93,5009,313,0,2306,73.33,11044
363,0,208,1179,1349,0,92,4542,317,0,3068,75.48,11118
366,0,208,1196,1325,0,92,3902,314,0,3639,75.14,11042
364,0,183,1214,1459,0,91,3170,313,0,4183,74.2,10977
360,0,0,1213,1966,0,90,2128,317,0,4640,74.22,10714
366,0,0,1261,3223,0,89,1101,318,0,4746,75.17,11104
362,0,0,1334,4090,0,92,749,319,0,4888,74.12,11834
362,0,0,1236,3486,0,92,704,317,0,4856,68.43,11053
363,0,3,907,1945,0,94,237,311,0,4102,68.97,7962
367,0,125,880,1973,0,91,143,315,0,3471,67.31,7365
379,0,155,852,1173,0,91,77,316,0,3450,64.71,6493
380,0,154,838,818,0,89,42,316,0,3307,63.05,5944
381,0,154,836,854,0,91,30,315,0,2958,62.92,5619
379,0,128,816,943,0,91,30,317,0,2851,64.72,5555
374,0,0,840,1347,0,94,29,321,0,2920,67.46,5925
376,0,0,864,1429,0,93,48,315,0,2659,68.37,5784
373,0,0,928,2419,0,98,480,306,0,2203,74.12,6807
372,0,0,1014,3257,0,100,1519,301,0,1538,75.61,8101
370,0,0,1034,3354,0,98,3359,307,0,1432,75.64,9954
368,0,0,1010,3103,0,98,4509,307,0,1752,75.49,11147
370,0,0,1019,3263,0,99,4993,304,0,2358,76.43,12406
375,0,0,996,3247,0,102,5212,307,0,2997,76.4,13236
375,0,0,992,2358,0,100,5178,309,0,3626,76.36,12938
375,0,0,987,1901,0,101,4929,302,0,4465,71.89,13060
353,0,0,968,1442,0,100,4409,299,0,5626,71,13197
364,0,271,938,1090,0,98,3764,301,0,7077,69.7,13903
371,0,612,942,1219,0,99,3074,299,0,7654,70.59,14270
376,0,844,935,1169,0,103,2416,295,0,8210,70.84,14348
371,0,961,933,1518,0,102,1387,306,0,8158,72.36,13736
371,0,326,967,1365,0,102,704,310,0,8045,75.87,12190
369,0,295,990,1193,0,101,581,311,0,7475,75.57,11315
367,0,525,933,916,0,101,568,314,0,6794,70.82,10518
386,0,0,732,1092,0,101,142,316,0,4930,67.32,7699
382,0,139,731,1070,0,101,81,329,0,4441,64.72,7274
385,0,134,704,847,0,102,29,327,0,3879,59.75,6407
387,0,324,699,922,0,100,21,332,0,3281,59.54,6066
384,0,476,715,1003,0,100,21,335,0,2799,57.77,5833
386,0,476,711,835,0,101,21,336,0,2482,59.88,5348
395,0,362,712,1223,0,100,22,339,0,2438,63.55,5591
375,0,316,723,1283,0,99,23,305,0,2483,66.01,5607
368,0,110,731,1250,0,96,148,299,0,2644,70.68,5646
373,0,12,806,1795,0,101,746,304,0,2746,71.72,6883
369,0,0,832,2483,0,104,1291,301,0,2519,71.43,7899
359,0,0,823,2495,0,103,1927,305,0,2661,72.36,8673
356,0,0,812,2403,0,103,2350,307,0,2972,73.62,9303
352,0,0,834,2130,0,103,2353,305,0,3471,74.08,9548
348,0,0,820,1846,0,100,2214,307,0,3408,73.19,9043
365,0,0,788,1664,0,104,2156,327,0,3403,72.02,8807
370,0,0,786,1254,0,100,1949,328,0,3101,72.54,7888
377,0,0,783,1497,0,99,1627,332,0,2734,70.29,7449
375,0,0,806,1943,0,99,1177,334,0,2673,69.23,7407
364,0,0,828,2536,0,98,545,333,0,2650,69.45,7354
362,0,0,845,3036,0,99,158,334,0,2486,71.77,7320
368,0,0,814,3490,0,99,86,326,0,2351,73.66,7534
367,0,0,797,2664,0,99,36,329,0,2308,73.36,6600
365,0,0,783,2177,0,99,12,333,0,2340,70.99,6109
388,0,740,514,617,0,97,239,324,0,7011,64.92,9930
392,0,1028,529,410,0,97,58,329,0,6294,61.64,9137
391,0,1159,536,465,0,96,30,328,0,5511,58.81,8516
389,0,1196,542,441,0,96,30,327,0,5073,57.57,8094
387,0,1284,547,403,0,97,31,329,0,4800,57.14,7878
379,0,1153,558,526,0,96,30,325,0,4702,57.52,7769
382,0,22,535,1976,0,98,31,324,0,4713,59.81,8081
372,0,0,551,2292,0,100,30,329,0,4891,62.62,8565
373,0,0,560,2076,0,108,123,335,0,5055,68.3,8630
371,0,0,572,1857,0,106,1078,329,0,4768,71.56,9081
373,0,0,552,1597,0,110,2794,327,0,4546,72.76,10299
371,0,0,539,1238,0,110,4320,326,0,3928,74.15,10832
369,0,0,562,1676,0,109,4775,324,0,3143,76.11,10958
370,0,0,547,1298,0,110,4970,326,0,2533,76.82,10154
370,0,0,553,747,0,110,4835,322,0,2233,76.16,9170
372,0,0,540,580,0,108,4575,314,0,2279,73.04,8768
373,0,0,532,872,0,110,4285,316,0,2491,72.9,8979
369,0,0,559,1948,0,112,3787,316,0,2585,72.24,9676
371,0,0,590,2218,0,113,2857,317,0,2870,71.21,9336
372,0,0,621,3134,0,113,1296,320,0,3037,70.55,8893
356,0,0,681,3735,0,112,784,327,0,3453,71.11,9448
371,0,0,672,2720,0,111,729,331,0,3670,72.5,8604
372,0,0,572,1434,0,111,678,313,0,3538,72.29,7018
372,0,0,544,701,0,111,495,320,0,3104,70.78,5647
336,0,1,1199,1431,0,95,3,309,0,2973,67.92,6347
333,0,1,1150,1036,0,93,4,318,0,3083,66.62,6018
338,0,102,1150,792,0,93,4,325,0,3236,66.02,6040
338,0,312,1139,751,0,95,3,324,0,3640,65.17,6602
335,0,487,1139,729,0,95,3,324,0,4124,65.46,7236
341,0,494,1148,670,0,98,3,326,0,4726,64.76,7806
336,0,7,1166,1271,0,97,3,319,0,5269,63.28,8468
335,0,1,1187,2362,0,98,3,312,0,5818,63.28,10116
341,0,1,1206,3079,0,100,157,302,0,6565,66.32,11751
343,0,1,1208,3211,0,99,522,295,0,7057,67.87,12736
345,0,0,1155,3924,0,97,932,290,0,7221,68.81,13964
343,0,0,1151,3325,0,95,1299,292,0,7787,69.37,14292
343,0,1,1139,1856,0,96,1452,306,0,8528,70.47,13721
344,0,45,1136,1122,0,98,1447,310,0,8950,71.16,13452
344,0,12,1165,1191,0,98,1310,311,0,8990,71.18,13421
347,0,1,1202,1774,0,98,970,305,0,8480,69.5,13177
346,0,2,1218,1810,0,97,506,305,0,8000,69.27,12284
341,0,1,1244,2257,0,98,113,310,0,7796,68.99,12160
338,0,0,1307,3511,0,98,6,323,0,7984,67.83,13567
341,0,0,1299,4000,0,97,6,324,0,8237,69.14,14304
343,0,0,1290,4121,0,99,6,327,0,8236,70.64,14422
339,0,1,1289,1614,0,98,6,325,0,8028,72.43,11700
338,0,1,1248,1176,0,97,6,327,0,8511,73.43,11704
327,0,2,1226,882,0,98,7,327,0,8784,70.74,11653
357,0,780,1123,836,0,93,26,280,0,8069,69.6,11564
358,0,770,1099,775,0,93,26,282,0,7633,68.18,11036
356,0,1659,1085,696,0,91,25,276,0,7572,68.54,11760
354,0,1921,1075,552,0,90,24,285,0,7496,68.84,11797
362,0,2267,1070,645,0,91,26,283,0,7480,68.46,12224
360,0,2297,1057,619,0,91,25,278,0,7575,68.6,12302
360,0,1778,1074,694,0,90,25,270,0,7259,68.3,11550
349,0,1020,1094,747,0,91,25,272,0,7284,67.14,10882
352,0,888,1126,936,0,93,85,278,0,7228,65.8,10986
353,0,796,1166,1155,0,95,650,284,0,6990,68.14,11489
356,0,421,1202,1311,0,95,1533,286,0,6285,66.15,11489
358,0,19,1186,1254,0,94,2274,285,0,5761,68.48,11231
359,0,101,1189,1021,0,94,2652,287,0,5642,68.66,11345
357,0,486,1177,1098,0,94,2740,281,0,5783,69,12016
359,0,399,1156,1311,0,93,2702,280,0,5510,66.9,11810
351,0,400,1139,1333,0,92,2454,281,0,5339,62.92,11389
353,0,589,1135,1405,0,95,1646,283,0,4940,58.04,10446
356,0,589,1129,1615,0,96,520,284,0,5042,57.54,9631
360,0,147,1148,2034,0,93,111,283,0,5455,57.66,9631
356,0,42,1146,1993,0,91,72,282,0,5731,65.42,9713
355,0,482,1160,2517,0,91,52,285,0,5922,69.74,10864
351,0,485,1149,2597,0,92,49,288,0,5952,73.96,10963
354,0,403,1150,2045,0,93,43,286,0,5939,75.76,10313
353,0,197,1119,1705,0,93,29,285,0,6074,73.88,9855
339,0,0,899,1007,0,91,561,311,0,4159,68.97,7367
339,0,166,875,613,0,93,511,311,0,3827,66.96,6735
341,0,281,840,612,0,93,455,308,0,3357,64.23,6287
344,0,281,834,717,0,91,386,306,0,2859,63.65,5818
354,0,174,831,717,0,89,284,314,0,2496,62.42,5259
358,0,38,830,771,0,87,65,323,0,2263,63.9,4735
361,0,0,848,1118,0,88,30,327,0,2055,66.64,4827
360,0,0,854,1774,0,89,61,327,0,1995,66.74,5460
363,0,0,885,1552,0,95,526,325,0,1706,73.16,5452
362,0,0,914,2151,0,98,1693,311,0,1390,73.97,6919
362,0,0,983,2229,0,98,3631,308,0,1099,73.26,8710
356,0,0,1000,2482,0,97,4722,317,0,901,74.29,9875
352,0,0,1011,2479,0,103,5167,323,0,1027,75.54,10462
355,0,0,1037,2360,0,102,5390,327,0,1290,76.09,10861
360,0,0,1031,1789,0,104,5434,323,0,1714,75.42,10755
362,0,0,964,1699,0,104,5274,313,0,2154,73.71,10870
351,0,0,965,1385,0,102,5041,310,0,2683,72.69,10837
350,0,0,968,1289,0,102,4629,305,0,3356,71.94,10999
351,0,0,947,1399,0,101,4010,305,0,4200,69.87,11313
351,0,0,930,1110,0,101,3090,305,0,5176,69.49,11063
356,0,0,931,1118,0,102,1638,306,0,5489,69.97,9940
356,0,0,937,1645,0,105,822,318,0,5572,73.12,9755
353,0,0,936,1536,0,97,650,320,0,5853,72.28,9745
356,0,0,912,860,0,100,637,320,0,6119,67.74,9304
364,0,43,860,847,0,98,636,318,0,6209,67.56,9375
364,0,503,819,862,0,99,633,312,0,6065,66.67,9657
366,0,547,794,502,0,99,633,314,0,5772,60.56,9027
369,0,962,784,540,0,98,629,314,0,5677,59.11,9373
368,0,805,783,552,0,99,622,315,0,5646,58.7,9190
367,0,812,773,487,0,99,532,310,0,5643,58.57,9023
364,0,576,785,687,0,99,355,304,0,5735,63.96,8905
364,0,122,827,1256,0,99,207,300,0,5710,67.49,8885
362,0,65,864,1265,0,93,701,304,0,5518,70.58,9172
354,0,0,899,1991,0,89,2312,304,0,5451,71.81,11400
357,0,0,930,1396,0,87,4177,307,0,5271,71.11,12525
354,0,0,940,1772,0,93,4854,305,0,4873,71.4,13191
356,0,0,969,2129,0,91,5238,297,0,4845,71.48,13925
367,0,0,984,2054,0,93,5453,294,0,4984,72.44,14229
367,0,0,990,1900,0,96,5487,299,0,5235,71.94,14374
361,0,0,962,1807,0,100,5384,297,0,5350,71.13,14261
362,0,0,956,1917,0,99,5083,295,0,5480,70.82,14192
361,0,0,932,1465,0,99,4655,287,0,5954,70.83,13753
363,0,0,939,1237,0,101,4016,288,0,6313,70.22,13257
363,0,0,949,1344,0,103,3072,284,0,6789,70.71,12904
362,0,0,924,1768,0,101,1646,299,0,7049,70.68,12149
362,0,0,935,2850,0,100,847,300,0,6981,72.43,12375
363,0,0,919,2641,0,102,680,300,0,6996,72.62,12001
362,0,0,896,1199,0,101,661,302,0,7048,70.02,10569
364,0,40,819,942,0,99,661,303,0,6964,65.11,10192
359,0,83,794,816,0,99,661,304,0,6750,61.63,9866
358,0,348,764,491,0,97,639,315,0,6314,57.77,9326
356,0,729,743,555,0,99,603,319,0,6118,58.07,9522
359,0,792,754,517,0,98,591,322,0,5827,57.46,9260
358,0,864,752,545,0,97,567,322,0,5529,57.37,9034
361,0,759,765,715,0,94,357,323,0,5008,57.97,8382
374,0,641,770,633,0,96,187,327,0,4583,58.73,7611
387,0,696,802,768,0,97,709,325,0,3977,59.26,7761
389,0,584,853,1200,0,95,2083,329,0,3456,63.82,8989
391,0,329,880,1217,0,96,3830,326,0,2650,64.17,9719
395,0,0,908,1335,0,95,4603,325,0,2119,67.62,9780
393,0,0,921,1936,0,96,5048,324,0,1787,68.68,10505
390,0,0,927,2486,0,97,5242,325,0,1613,69.63,11080
385,0,0,898,2712,0,96,5261,325,0,1666,70.12,11343
391,0,0,900,2349,0,96,5050,310,0,1848,69.06,10944
394,0,0,886,1974,0,95,4821,304,0,2064,69.23,10538
393,0,0,887,1675,0,95,4321,313,0,2445,69.07,10129
390,0,0,899,1373,0,98,3626,320,0,2919,67.54,9625
388,0,0,899,2042,0,98,2756,320,0,3034,69.32,9537
390,0,0,913,2863,0,100,1388,321,0,3305,72.95,9280
385,0,0,957,3113,0,95,706,321,0,3697,74.79,9274
395,0,0,921,3259,0,97,572,322,0,3412,75.46,8978
395,0,0,854,3086,0,97,566,317,0,3156,72.2,8471
395,0,0,818,2397,0,94,562,317,0,3015,69.49,7598
391,0,0,783,1856,0,92,560,314,0,2992,67.37,6988
384,0,0,752,944,0,92,562,303,0,2728,65.57,5765
386,0,0,746,798,0,91,550,304,0,2396,65.23,5271
381,0,0,744,877,0,92,453,304,0,2170,64.12,5021
378,0,0,743,1097,0,92,360,298,0,2005,65.55,4973
386,0,0,743,2077,0,92,161,296,0,2072,68.76,5827
385,0,0,769,2181,0,93,76,295,0,2139,69.32,5938
391,0,12,835,1925,0,91,407,297,0,2148,73.65,6106
391,0,0,894,2719,0,91,1371,295,0,1958,74.43,7719
387,0,0,932,2760,0,90,2829,300,0,1894,74.35,9192
381,0,0,938,3128,0,85,3483,302,0,1867,74.67,10184
368,0,0,954,3321,0,86,4055,301,0,1591,74.94,10676
381,0,0,946,3082,0,87,4376,305,0,1626,75.14,10803
381,0,0,945,2762,0,87,4407,310,0,1869,74.93,10761
386,0,0,918,2216,0,92,4262,310,0,2211,70.93,10395
386,0,0,896,1673,0,94,3935,308,0,2981,70.36,10273
386,0,0,885,1263,0,94,3380,307,0,4274,70.48,10589
386,0,0,904,1436,0,95,2817,309,0,5335,74.6,11282
388,0,0,915,1610,0,97,2126,308,0,5947,75.18,11391
387,0,0,907,1631,0,97,1163,309,0,6706,75.46,11200
396,0,0,921,1487,0,97,652,309,0,7345,75.57,11207
394,0,53,898,1206,0,98,561,311,0,7264,75.38,10785
391,0,593,893,1394,0,95,483,310,0,6837,67.79,10996
393,0,634,846,1137,0,94,388,311,0,6156,67.99,9959
394,0,282,815,838,0,97,382,309,0,5672,66.5,8789
392,0,183,782,599,0,96,330,307,0,5351,60.15,8040
393,0,587,762,617,0,95,285,311,0,5385,58.74,8435
393,0,701,742,728,0,96,198,314,0,5299,57.28,8471
391,0,434,741,679,0,96,58,315,0,5166,57.09,7880
391,0,12,754,959,0,94,45,317,0,4986,62.6,7558
